App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Id
Podcast Addict,NEWS_AND_MAGAZINES,4.6,413999,10.0,5000000.0,0,0.0,Teen,News & Magazines,2018-08-03,2131
Podcast App: Free & Offline Podcasts by Player FM,NEWS_AND_MAGAZINES,4.6,66384,19.0,1000000.0,0,0.0,Teen,News & Magazines,2018-07-25,2132
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,4.5,17703,6.6,500000.0,0,0.0,Teen,News & Magazines,2018-06-07,2133
Dezeen Magazine RSS Reader,NEWS_AND_MAGAZINES,4.3,350,14.0,10000.0,0,0.0,Everyone,News & Magazines,2018-07-22,2134
"issuu - Read Magazines, Catalogs, Newspapers.",NEWS_AND_MAGAZINES,4.4,74425,8.6,1000000.0,0,0.0,Everyone,News & Magazines,2018-07-18,2135
"BuzzFeed: News, Tasty, Quizzes",NEWS_AND_MAGAZINES,4.3,131028,13.0,5000000.0,0,0.0,Teen,News & Magazines,2018-07-30,2136
LA Times: Your California News,NEWS_AND_MAGAZINES,3.6,3311,10.0,100000.0,0,0.0,Everyone,News & Magazines,2018-04-24,2137
World Newspapers,NEWS_AND_MAGAZINES,4.4,185884,7.5,1000000.0,0,0.0,Mature 17+,News & Magazines,2017-09-17,2138
The Wall Street Journal: Business & Market News,NEWS_AND_MAGAZINES,4.1,40975,36.0,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-08-02,2139
Financial Times,NEWS_AND_MAGAZINES,4.2,27104,8.2,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-08-03,2140
The Guardian,NEWS_AND_MAGAZINES,4.7,247992,22.0,5000000.0,0,0.0,Teen,News & Magazines,2018-07-25,2141
NYTimes - Latest News,NEWS_AND_MAGAZINES,3.9,63647,23.0,10000000.0,0,0.0,Everyone 10+,News & Magazines,2018-08-01,2142
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,56524,14.0,1000000.0,0,0.0,Teen,News & Magazines,2018-08-06,2143
Reuters News,NEWS_AND_MAGAZINES,4.3,13169,25.0,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-06-06,2144
Bloomberg: Market & Financial News,NEWS_AND_MAGAZINES,4.2,61692,27.0,10000000.0,0,0.0,Everyone,News & Magazines,2018-07-25,2145
ABC News - US & World News,NEWS_AND_MAGAZINES,4.0,18976,35.0,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-06-06,2146
Sync for reddit,NEWS_AND_MAGAZINES,4.6,62740,8.6,500000.0,0,0.0,Mature 17+,News & Magazines,2018-06-16,2147
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76677,4.6,1000000.0,0,0.0,Everyone 10+,News & Magazines,2017-05-25,2148
HuffPost - News,NEWS_AND_MAGAZINES,4.2,78154,12.0,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-08-03,2149
News Republic,NEWS_AND_MAGAZINES,4.3,479594,18.0,10000000.0,0,0.0,Teen,News & Magazines,2018-07-28,2150
SmartNews: Breaking News Headlines,NEWS_AND_MAGAZINES,4.2,233305,3.1,10000000.0,0,0.0,Everyone,News & Magazines,2018-08-03,2151
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23292,14.0,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-05-24,2152
CBS News,NEWS_AND_MAGAZINES,4.3,23641,23.0,1000000.0,0,0.0,Everyone 10+,News & Magazines,2018-06-29,2153
NPR One,NEWS_AND_MAGAZINES,3.9,13217,8.8,1000000.0,0,0.0,Teen,News & Magazines,2018-08-03,2154
Pocket,NEWS_AND_MAGAZINES,4.5,256680,12.0,10000000.0,0,0.0,Everyone,News & Magazines,2018-07-24,2155
"Yahoo! transit guide free timetable, operation information, transfer search",MAPS_AND_NAVIGATION,4.4,104800,22.0,10000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-26,2156
Mapy.cz - Cycling & Hiking offline maps,MAPS_AND_NAVIGATION,4.5,56443,43.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-06-26,2157
GPS Navigation & Offline Maps Sygic,MAPS_AND_NAVIGATION,4.4,1421884,33.0,50000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-26,2158
Map and Router Badge,MAPS_AND_NAVIGATION,4.4,3652,32.0,500000.0,0,0.0,Everyone,Maps & Navigation,2018-07-25,2159
Air Traffic,MAPS_AND_NAVIGATION,4.3,14110,6.8,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-24,2160
Speed Cameras Radar,MAPS_AND_NAVIGATION,4.4,18710,4.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-03,2161
Compass,MAPS_AND_NAVIGATION,4.3,286454,3.7,10000000.0,0,0.0,Everyone,Maps & Navigation,2016-08-09,2162
Gps Route Finder,MAPS_AND_NAVIGATION,4.4,652,3.4,100000.0,0,0.0,Everyone,Maps & Navigation,2018-05-26,2163
Sygic Car Navigation,MAPS_AND_NAVIGATION,4.7,162049,48.0,5000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-07,2164
Czech Public Transport IDOS,MAPS_AND_NAVIGATION,4.3,26014,7.7,1000000.0,0,0.0,Everyone,Maps & Navigation,2017-11-06,2165
Karta GPS - Offline Navigation,MAPS_AND_NAVIGATION,4.5,53562,60.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-05-04,2166
Circle ratio,MAPS_AND_NAVIGATION,3.7,10562,60.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-03,2167
Soviet Military Maps Free,MAPS_AND_NAVIGATION,4.3,21589,5.6,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-01,2168
Sentin Information Map,MAPS_AND_NAVIGATION,4.1,2909,5.2,100000.0,0,0.0,Everyone,Maps & Navigation,2018-06-26,2169
Snapp,MAPS_AND_NAVIGATION,4.5,37937,25.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-01,2170
GPS Speedometer and Odometer,MAPS_AND_NAVIGATION,4.8,15865,3.3,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-03,2171
GPS Traffic Speedcam Route Planner by ViaMichelin,MAPS_AND_NAVIGATION,4.3,63920,29.0,5000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-28,2172
Trucker Path – Truck Stops & Weigh Stations,MAPS_AND_NAVIGATION,4.7,38375,49.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-26,2173
Map Coordinates,MAPS_AND_NAVIGATION,4.3,16657,3.6,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-17,2174
Grab Driver,MAPS_AND_NAVIGATION,4.2,301413,48.0,5000000.0,0,0.0,Everyone,Maps & Navigation,2018-08-01,2175
"GPS Speedometer, Distance Meter",MAPS_AND_NAVIGATION,4.6,16094,5.4,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-31,2176
Blitzer.de,MAPS_AND_NAVIGATION,4.5,65590,18.0,5000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-09,2177
GPS Speedometer - Trip Meter - Altimeter,MAPS_AND_NAVIGATION,4.3,32225,3.2,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-26,2178
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,44348,11.0,5000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-06,2179
FindShip,MAPS_AND_NAVIGATION,4.2,23279,8.5,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-04-26,2180
ÖBB Scotty,MAPS_AND_NAVIGATION,4.2,12572,24.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-02-19,2181
Subway Terminator: Smarter Subway,MAPS_AND_NAVIGATION,4.3,70556,26.0,10000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-17,2182
Alopec - Online Shipping System,MAPS_AND_NAVIGATION,4.3,1240,14.0,100000.0,0,0.0,Everyone,Maps & Navigation,2017-11-02,2183
hum app,MAPS_AND_NAVIGATION,4.4,10218,78.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-07-31,2184
National Rail Enquiries,MAPS_AND_NAVIGATION,3.5,18857,7.0,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-05-24,2185
ixigo Cabs-Compare & Book Taxi,MAPS_AND_NAVIGATION,4.2,11838,9.2,1000000.0,0,0.0,Everyone,Maps & Navigation,2018-04-09,2186
aa,FAMILY,4.2,886418,6.5,50000000.0,0,0.0,Everyone,Strategy,2018-06-30,2187
A Call From Santa Claus!,FAMILY,3.9,3720,11.0,1000000.0,0,0.0,Everyone,Entertainment,2016-12-04,2188
Rope Hero Return of a Legend,GAME,4.3,9951,96.0,1000000.0,0,0.0,Mature 17+,Arcade,2016-08-26,2189
A Word A Day,FAMILY,3.7,2398,2.9,500000.0,0,0.0,Everyone,Education,2017-01-05,2190
Draw a Stickman: EPIC 2 Free,GAME,4.3,213340,24.0,10000000.0,0,0.0,Everyone,Adventure,2018-06-14,2191
Akinator,FAMILY,4.3,1805398,55.0,50000000.0,0,0.0,Teen,Entertainment,2018-06-11,2192
Dog Sim Online: Raise a Family,FAMILY,4.6,94989,74.0,5000000.0,0,0.0,Teen,Simulation,2018-04-22,2193
Color by Number - Draw Sandbox Pixel Art,FAMILY,4.6,10247,15.0,1000000.0,0,0.0,Everyone,Entertainment,2018-07-27,2194
A+ Mobile,FINANCE,3.9,730,6.3,10000.0,0,0.0,Everyone,Finance,2018-06-26,2195
Build a Bridge!,FAMILY,4.6,263454,74.0,10000000.0,0,0.0,Everyone,Puzzle,2018-08-02,2196
Find a Way: Addictive Puzzle,FAMILY,4.8,39480,14.0,500000.0,0,0.0,Everyone,Puzzle,2017-06-16,2197
CompTIA A+ Pocket Prep,FAMILY,4.3,1311,14.0,10000.0,0,0.0,Everyone,Education,2018-07-11,2198
Comptia A+ 220-901 & 220-902,FAMILY,4.4,174,5.7,10000.0,0,0.0,Everyone,Education,2018-04-19,2199
Create A Superhero HD,FAMILY,3.3,8642,19.0,500000.0,0,0.0,Teen,Casual,2017-12-30,2200
Super Mario Run,GAME,3.7,1221896,70.0,100000000.0,0,0.0,Everyone,Action,2018-07-12,2201
STARDOM: THE A-LIST,GAME,4.5,152658,29.0,1000000.0,0,0.0,Teen,Adventure,2014-09-12,2202
LokLok: Draw on a Lock Screen,COMMUNICATION,4.1,14766,16.0,500000.0,0,0.0,Teen,Communication,2017-09-20,2203
Photo Warp,FAMILY,3.7,353342,13.0,50000000.0,0,0.0,Everyone,Entertainment,2017-11-24,2204
CompTIA Exam Training,FAMILY,4.8,3053,17.0,50000.0,0,0.0,Everyone,Education,2018-07-03,2205
Asphalt 8: Airborne,GAME,4.5,8389714,92.0,100000000.0,0,0.0,Teen,Racing,2018-07-04,2206
Basketball Stars,SPORTS,4.4,867920,45.0,10000000.0,0,0.0,Everyone,Sports,2018-07-14,2207
Lep's World 2 🍀🍀,GAME,4.3,798522,57.0,100000000.0,0,0.0,Everyone 10+,Arcade,2018-06-07,2208
Wolfify - Be a Werewolf,FAMILY,3.8,6760,26.0,500000.0,0,0.0,Everyone,Entertainment,2015-06-11,2209
Law of Creation: A Playable Manga,GAME,4.5,13118,47.0,500000.0,0,0.0,Teen,Adventure,2018-06-25,2210
Real City Car Driver,GAME,3.7,413609,22.0,10000000.0,0,0.0,Mature 17+,Racing,2018-08-01,2211
Rolling Sky,GAME,4.5,1117212,50.0,50000000.0,0,0.0,Everyone,Board,2018-08-03,2212
Gymnastics Superstar - Spin your way to gold!,FAMILY,4.6,305765,34.0,10000000.0,0,0.0,Everyone,Role Playing,2018-07-31,2213
SuperCity: Build a Story,FAMILY,4.4,98324,70.0,1000000.0,0,0.0,Everyone,Simulation,2018-07-28,2214
4 in a row,GAME,4.3,47698,4.1,5000000.0,0,0.0,Everyone,Board,2016-04-12,2215
Four In A Line Free,GAME,4.3,133195,11.0,5000000.0,0,0.0,Everyone,Board,2018-06-11,2216
Like A Boss,FAMILY,4.4,17069,94.0,500000.0,0,0.0,Everyone 10+,Role Playing,2018-08-01,2217
AutoCAD - DWG Viewer & Editor,PRODUCTIVITY,4.2,145088,24.0,10000000.0,0,0.0,Everyone,Productivity,2018-07-23,2218
Hungry Hearts Diner: A Tale of Star-Crossed Souls,FAMILY,4.9,46253,56.0,500000.0,0,0.0,Everyone 10+,Simulation,2018-02-07,2219
Dragon Sim Online: Be A Dragon,FAMILY,4.6,111741,66.0,5000000.0,0,0.0,Teen,Simulation,2018-02-27,2220
Fortune City - A Finance App,FINANCE,4.6,49275,91.0,500000.0,0,0.0,Everyone,Finance,2018-07-17,2221
Draw A Stickman,GAME,3.4,29265,17.0,1000000.0,0,0.0,Everyone,Adventure,2017-05-19,2222
Be A Legend: Soccer,SPORTS,3.8,85763,21.0,1000000.0,0,0.0,Everyone,Sports,2015-08-24,2223
Cat Sim Online: Play with Cats,FAMILY,4.6,137198,81.0,5000000.0,0,0.0,Everyone 10+,Simulation,2018-04-22,2224
Four In A Line,GAME,3.8,22191,3.0,1000000.0,0,0.0,Everyone,Board,2015-05-04,2225
Tik Tok - including musical.ly,SOCIAL,4.4,5637451,59.0,100000000.0,0,0.0,Teen,Social,2018-08-03,2226
Disney Magic Timer by Oral-B,FAMILY,3.9,31061,83.0,1000000.0,0,0.0,Everyone,Health & Fitness;Action & Adventure,2018-06-16,2227
B-Messenger Video Chat,SOCIAL,4.1,12495,19.0,1000000.0,0,0.0,Mature 17+,Social,2017-08-19,2228
Bestie - Camera360 Selfie,PHOTOGRAPHY,4.5,512996,23.0,10000000.0,0,0.0,Everyone,Photography,2018-08-02,2229
B,FINANCE,3.7,800,32.0,50000.0,0,0.0,Everyone,Finance,2018-06-21,2230
BIGO LIVE - Live Stream,SOCIAL,4.4,2349421,39.0,100000000.0,0,0.0,Teen,Social,2018-07-27,2231
B-BLE(BLE4.0 Scan),TOOLS,3.8,159,7.5,10000.0,0,0.0,Everyone,Tools,2018-04-20,2232
Cardi B Piano Game,GAME,3.1,50,7.4,10000.0,0,0.0,Everyone,Music,2017-11-15,2233
ADS-B Driver,TOOLS,5.0,2,6.3,100.0,1,1.99,Everyone,Tools,2018-05-15,2234
MORTAL KOMBAT X,GAME,4.4,3039889,18.0,10000000.0,0,0.0,Mature 17+,Action,2018-06-27,2235
B.GOOD,FOOD_AND_DRINK,2.9,155,20.0,10000.0,0,0.0,Everyone,Food & Drink,2018-04-04,2236
Oral-B App,HEALTH_AND_FITNESS,3.3,14210,96.0,1000000.0,0,0.0,Everyone,Health & Fitness,2018-07-19,2237
Smart Launcher theme b. gold,PERSONALIZATION,4.1,291,35.0,5000.0,1,1.99,Everyone,Personalization,2016-10-22,2238
Next Launcher 3D Theme Hit-B,PERSONALIZATION,4.4,83,8.6,1000.0,1,1.7,Everyone,Personalization,2015-08-16,2239
Pixel Gun 3D: Survival shooter & Battle Royale,GAME,4.5,4487182,55.0,50000000.0,0,0.0,Teen,Action,2018-07-04,2240
B-52 Spirits of Glory Deluxe,GAME,4.3,12,29.0,100.0,1,0.99,Everyone,Arcade,2017-09-02,2241
Servers Ultimate Pack B,TOOLS,4.3,668,13.0,50000.0,0,0.0,Everyone,Tools,2016-03-31,2242
Air Transat CinePlus B,TRAVEL_AND_LOCAL,2.2,83,6.7,50000.0,0,0.0,Everyone,Travel & Local,2018-07-05,2243
Hay Day,FAMILY,4.5,10053186,94.0,100000000.0,0,0.0,Everyone,Casual,2018-06-28,2244
B-Grade Renegade,GAME,3.9,24,64.0,1000.0,1,1.99,Teen,Action,2017-10-17,2245
CARDI B WALLPAPERS,PERSONALIZATION,4.1,8,4.5,1000.0,0,0.0,Everyone,Personalization,2018-05-21,2246
Plan B,MAPS_AND_NAVIGATION,3.3,19,6.0,5000.0,0,0.0,Everyone,Maps & Navigation,2017-07-12,2247
B Tiff Viewer,PHOTOGRAPHY,4.1,283,7.4,100000.0,0,0.0,Everyone,Photography,2018-05-12,2248
Cardi B Wallpaper,ART_AND_DESIGN,4.8,253,3.7,50000.0,0,0.0,Everyone,Art & Design,2017-11-01,2249
A & B Taxi,MAPS_AND_NAVIGATION,4.1,41,25.0,1000.0,0,0.0,Everyone,Maps & Navigation,2018-07-04,2250
Cardi B HD Wallpapers Lock Screen,PERSONALIZATION,4.5,2,10.0,500.0,0,0.0,Mature 17+,Personalization,2018-06-10,2251
Learn C [NEW],FAMILY,4.5,349,11.0,50000.0,0,0.0,Everyone,Education,2018-03-16,2252
Mobile C [ C/C++ Compiler ],FAMILY,4.3,4624,78.0,100000.0,0,0.0,Everyone,Education,2018-07-07,2253
Critical Ops,GAME,4.4,1397944,50.0,10000000.0,0,0.0,Teen,Action,2018-07-31,2254
CL Mobile - Classifieds for Craigslist,SHOPPING,4.4,27275,8.3,1000000.0,0,0.0,Teen,Shopping,2018-07-30,2255
C Locker Pro,PERSONALIZATION,4.2,1531,7.7,10000.0,1,2.99,Everyone,Personalization,2017-12-05,2256
C Programs and Reference,BOOKS_AND_REFERENCE,4.2,873,2.5,50000.0,0,0.0,Everyone,Books & Reference,2014-07-31,2257
C Programming Zone,FAMILY,4.6,1218,4.0,50000.0,0,0.0,Everyone,Education,2017-05-13,2258
C Offline Tutorial,BOOKS_AND_REFERENCE,4.7,88,4.2,1000.0,0,0.0,Everyone,Books & Reference,2017-12-08,2259
Neon Glow C - Icon Pack,PERSONALIZATION,4.8,557,74.0,10000.0,1,0.99,Everyone,Personalization,2018-07-27,2260
All C Programs,FAMILY,4.7,2387,6.9,100000.0,0,0.0,Everyone,Education,2018-06-09,2261
C by GE,LIFESTYLE,1.7,686,6.6,10000.0,0,0.0,Everyone,Lifestyle,2018-07-11,2262
CPlus for Craigslist - Officially Licensed,LIFESTYLE,4.5,8096,16.0,1000000.0,0,0.0,Mature 17+,Lifestyle,2018-08-03,2263
Alt-C,PRODUCTIVITY,4.0,499,4.7,10000.0,0,0.0,Everyone,Productivity,2017-01-27,2264
C-SPAN Radio,FAMILY,3.6,608,5.4,100000.0,0,0.0,Everyone,Entertainment,2018-05-17,2265
Bridge-C - Get More Storage,TOOLS,2.0,24,35.0,1000.0,0,0.0,Everyone,Tools,2017-12-29,2266
Community by C Space,LIFESTYLE,4.7,707,26.0,5000.0,0,0.0,Everyone,Lifestyle,2018-07-17,2267
My C Spire,PRODUCTIVITY,4.1,376,32.0,50000.0,0,0.0,Everyone,Productivity,2018-07-23,2268
learn c in hindi,FAMILY,4.3,109,2.7,5000.0,0,0.0,Everyone,Education,2017-06-24,2269
Learn C Programming (Examples) (OFFLINE),FAMILY,4.3,43,3.7,10000.0,0,0.0,Everyone,Education,2017-12-16,2270
"C Programming - Learn Code, Theory & Discuss",FAMILY,4.5,2751,7.0,100000.0,0,0.0,Everyone,Education,2018-06-15,2271
Expert C Programming - Learn C Coding Easily,FAMILY,4.4,77,6.9,5000.0,0,0.0,Everyone,Education,2018-01-05,2272
codeEazy - C/C++/JAVA,FAMILY,4.6,130,2.2,10000.0,0,0.0,Everyone,Education,2016-04-04,2273
Batmobile™ R/C Controller,FAMILY,3.7,452,30.0,100000.0,0,0.0,Everyone,Entertainment,2018-02-02,2274
C Pattern Programs Free,FAMILY,4.5,4115,5.8,100000.0,0,0.0,Everyone,Education,2018-07-08,2275
C Programs Handbook,BOOKS_AND_REFERENCE,4.0,459,3.1,50000.0,0,0.0,Everyone,Books & Reference,2017-11-16,2276
C Functions,FAMILY,4.8,55,1.5,1000.0,0,0.0,Everyone,Education,2015-09-26,2277
Learn C# - .Net - C Sharp Programming Tutorial App,FAMILY,4.0,1320,8.6,100000.0,0,0.0,Everyone,Education,2018-06-03,2278
Learn Basic C - For Beginners,FAMILY,4.7,27,0.772,5000.0,0,0.0,Everyone,Education,2016-01-20,2279
C Prowess,FAMILY,4.8,306,3.3,5000.0,0,0.0,Everyone,Education,2017-06-03,2280
101 C Programming Problems,FAMILY,4.6,498,5.0,50000.0,0,0.0,Everyone,Education,2017-10-15,2281
Let us C - Example Programs,FAMILY,4.3,36,1.1,5000.0,0,0.0,Everyone,Education,2017-08-30,2282
C Examples,FAMILY,4.2,1002,4.4,10000.0,0,0.0,Everyone,Education,2016-08-31,2283
C BOOK-C PROGRAMS,FAMILY,4.8,138,2.1,10000.0,0,0.0,Everyone,Education,2017-09-22,2284
100+ C Programs,FAMILY,4.2,20,1.6,5000.0,0,0.0,Everyone,Education,2017-01-03,2285
Dubsmash,VIDEO_PLAYERS,4.2,1971777,29.0,100000000.0,0,0.0,Teen,Video Players & Editors,2018-05-11,2286
Discord - Chat for Gamers,COMMUNICATION,4.5,305347,39.0,10000000.0,0,0.0,Teen,Communication,2018-07-27,2287
Hitman Sniper,GAME,4.6,408292,29.0,10000000.0,1,0.99,Mature 17+,Action,2018-07-12,2288
FRONTLINE COMMANDO: D-DAY,GAME,4.5,1736105,14.0,10000000.0,0,0.0,Mature 17+,Action,2014-05-16,2289
Fruit Ninja®,GAME,4.3,5091448,41.0,100000000.0,0,0.0,Everyone,Arcade,2018-07-12,2290
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7,50000000.0,0,0.0,Everyone,Video Players & Editors,2018-07-30,2291
Beach Buggy Blitz,GAME,4.2,640974,47.0,50000000.0,0,0.0,Everyone,Racing,2018-06-05,2292
Vector,GAME,4.4,3058687,89.0,100000000.0,0,0.0,Everyone 10+,Arcade,2016-07-18,2293
Dr. Driving,GAME,4.5,4972230,9.9,100000000.0,0,0.0,Everyone,Racing,2018-03-02,2294
D Day World War II Commando Survival Shooting,GAME,4.2,951,64.0,100000.0,0,0.0,Teen,Action,2018-05-25,2295
Geometry Dash Meltdown,GAME,4.6,1591129,48.0,50000000.0,0,0.0,Everyone,Arcade,2017-12-22,2296
Koi Live Wallpaper,PERSONALIZATION,4.6,14026,12.0,100000.0,1,0.99,Everyone,Personalization,2014-06-24,2297
KineMaster – Pro Video Editor,VIDEO_PLAYERS,4.5,1013867,32.0,50000000.0,0,0.0,Everyone,Video Players & Editors,2018-08-03,2298
Block City Wars + skins export,FAMILY,4.5,762706,28.0,10000000.0,0,0.0,Teen,Simulation,2018-03-30,2299
Dance School Stories - Dance Dreams Come True,FAMILY,4.4,91171,36.0,1000000.0,0,0.0,Everyone,Role Playing,2018-08-03,2300
3D Bowling,SPORTS,4.1,1076243,13.0,100000000.0,0,0.0,Everyone,Sports,2018-01-18,2301
Mind Games Pro,FAMILY,4.6,15301,18.0,100000.0,1,2.99,Everyone,Puzzle;Brain Games,2018-07-18,2302
Z Ringtones PREMIUM 2018,PERSONALIZATION,4.5,10158,3.6,500000.0,0,0.0,Everyone,Personalization,2018-03-01,2303
Smash Hit,GAME,4.5,4147718,79.0,100000000.0,0,0.0,Everyone,Arcade,2015-11-26,2304
Bad Piggies,FAMILY,4.3,1168959,66.0,50000000.0,0,0.0,Everyone,Puzzle,2017-05-03,2305
Temple Run,GAME,4.3,4000433,42.0,100000000.0,0,0.0,Everyone,Arcade,2018-08-02,2306
Broken Screen Prank,FAMILY,3.3,23682,9.8,1000000.0,0,0.0,Teen,Casual,2018-06-14,2307
Screen Lock - with Fingerprint Simulator,TOOLS,3.7,338449,2.8,10000000.0,0,0.0,Everyone,Tools,2018-06-19,2308
Car Parking Game 3D - Real City Driving Challenge,FAMILY,4.4,187892,40.0,5000000.0,0,0.0,Everyone,Simulation,2018-05-10,2309
E!,FAMILY,3.1,740,20.0,100000.0,0,0.0,Teen,Entertainment,2018-05-24,2310
E! News,NEWS_AND_MAGAZINES,4.0,15443,25.0,1000000.0,0,0.0,Teen,News & Magazines,2018-06-19,2311
Chuck E.'s Skate Universe,FAMILY,3.9,94910,44.0,10000000.0,0,0.0,Everyone,Action;Action & Adventure,2017-01-10,2312
Eventbrite - Discover popular events & nearby fun,FAMILY,4.4,63773,8.8,5000000.0,0,0.0,Everyone,Entertainment,2018-07-30,2313
Eternium,FAMILY,4.8,1506783,89.0,10000000.0,0,0.0,Teen,Role Playing,2018-07-18,2314
E-cigarette for free,FAMILY,3.6,1354,4.8,500000.0,0,0.0,Mature 17+,Entertainment,2017-10-23,2315
Moto LED for Moto X & E [Root],LIFESTYLE,3.4,4082,0.318,500000.0,0,0.0,Everyone,Lifestyle,2014-10-16,2316
Lookout Security & Antivirus,TOOLS,4.4,951413,13.0,100000000.0,0,0.0,Everyone,Tools,2018-07-31,2317
World History Quick e-Book,FAMILY,4.4,1657,4.9,100000.0,0,0.0,Everyone,Education;Education,2018-07-17,2318
Greeting Cards & Wishes,SOCIAL,4.5,17350,12.0,500000.0,0,0.0,Everyone,Social,2018-07-18,2319
theScore esports,SPORTS,4.5,16257,14.0,500000.0,0,0.0,Everyone 10+,Sports,2017-02-03,2320
EX File Explorer File Manager,PRODUCTIVITY,4.0,4660,5.9,1000000.0,0,0.0,Everyone,Productivity,2016-10-06,2321
Aab e Hayat Full Novel,BOOKS_AND_REFERENCE,4.3,1476,41.0,100000.0,0,0.0,Everyone,Books & Reference,2017-02-21,2322
Aldiko Book Reader,BOOKS_AND_REFERENCE,4.2,210534,22.0,10000000.0,0,0.0,Everyone,Books & Reference,2018-06-13,2323
Synd e-Passbook,FINANCE,4.3,9400,6.1,1000000.0,0,0.0,Everyone,Finance,2016-05-12,2324
Video Downloader for Facebook,TOOLS,4.6,894435,3.1,50000000.0,0,0.0,Teen,Tools,2018-07-01,2325
F-Stop Gallery Pro,PHOTOGRAPHY,4.4,1302,0.057999999999999996,10000.0,1,4.99,Everyone,Photography,2015-08-05,2326
Offroad Pickup Truck F,FAMILY,4.3,4551,79.0,500000.0,0,0.0,Everyone,Simulation,2017-12-26,2327
F-Stop Gallery,PHOTOGRAPHY,4.2,12726,15.0,1000000.0,0,0.0,Everyone,Photography,2018-07-21,2328
Talking Tom Cat 2,FAMILY,4.3,3213548,55.0,100000000.0,0,0.0,Everyone 10+,Entertainment,2018-07-25,2329
FlashLight F.Light,TOOLS,4.3,3943,11.0,100000.0,0,0.0,Everyone,Tools,2018-05-23,2330
F-Secure SENSE,TOOLS,4.6,57,13.0,5000.0,0,0.0,Everyone,Tools,2018-07-04,2331
Super Car F. Mod for MCPE,GAME,3.6,214,4.9,50000.0,0,0.0,Everyone,Adventure,2018-07-19,2332
F-Secure KEY Password manager,TOOLS,4.2,2588,7.6,100000.0,0,0.0,Everyone,Tools,2018-06-27,2333
Inputting Plus: Ctrl + Z/F/C/V,PRODUCTIVITY,4.2,1117,3.0,50000.0,0,0.0,Everyone,Productivity,2017-10-18,2334
CTRL-F - Search the real world,PRODUCTIVITY,4.4,607,37.0,50000.0,0,0.0,Everyone,Productivity,2016-07-24,2335
F-Secure SAFE,TOOLS,4.3,9433,9.3,500000.0,0,0.0,Everyone,Tools,2018-07-30,2336
MHD F-Series,AUTO_AND_VEHICLES,4.9,73,23.0,1000.0,0,0.0,Everyone,Auto & Vehicles,2018-06-05,2337
F-Secure AV Test,TOOLS,4.5,1250,0.24100000000000002,50000.0,0,0.0,Everyone,Tools,2018-03-06,2338
F-Secure Mobile Security,TOOLS,4.2,13096,9.2,500000.0,0,0.0,Everyone,Tools,2018-07-30,2339
f'east,LIFESTYLE,3.8,38,4.8,5000.0,0,0.0,Everyone,Lifestyle,2018-04-17,2340
Speech Therapy: F,FAMILY,1.0,1,16.0,10.0,1,2.99,Everyone,Education,2016-10-07,2341
HumorCast - Authentic Weather,WEATHER,4.4,6495,40.0,100000.0,0,0.0,Teen,Weather,2018-07-12,2342
F & M Mobile Banking,FINANCE,4.0,43,13.0,5000.0,0,0.0,Everyone,Finance,2018-02-20,2343
RPG End of Aspiration F,FAMILY,4.4,20368,31.0,500000.0,0,0.0,Teen,Role Playing,2016-12-15,2344
